GEOID10,total_pop,median_age,pct_hispanic,pct_white,pct_black,pct_asian,pct_male,pct_single_family_home,med_home_value,med_rooms_per_home,pct_built_before_1940,pct_renting,rental_vacancy_rate,avg_renter_household_size,med_gross_rent,med_household_income,mean_commute_time,pct_commute_drive_alone,pct_below_poverty,pct_college_grad_student,pct_same_residence_year_ago,pct_bachelors_degree,pct_english_only,pct_foreign_born
06037106010,3342.0,38.2,73.6,14.8,3.6,145.0,47.0,77.2,460800.0,6.3,2.1,25.1,0.0,3.12,1471 (USD),$73650,31.5,76.2,21.3,23.8,87.9,20.4,42.1,28.1
06037106020,5937.0,37.9,81.1,15.4,1.0,92.0,51.9,95.8,441100.0,6.2,2.9,18.2,0.0,4.22,1924 (USD),$74286,32.6,82.5,11.4,36.9,95.1,15.5,29.0,37.5
06037134720,4645.0,33.6,46.9,23.2,5.0,991.0,49.9,40.2,450600.0,4.2,1.8,55.9,3.0,2.75,1418 (USD),$61372,28.0,73.6,13.0,32.6,87.4,25.0,32.6,42.2
06037137201,6226.0,33.4,19.2,53.6,4.9,1315.0,50.8,34.9,605300.0,4.4,4.0,61.5,0.0,2.87,1763 (USD),$74936,29.3,71.3,7.1,29.9,86.0,51.0,54.5,39.2
06037137502,4627.0,41.9,13.2,67.2,10.8,174.0,47.1,77.0,668400.0,5.4,2.1,34.5,13.6,2.42,2325 (USD),$96964,32.0,84.9,5.7,22.9,80.8,54.9,77.9,20.1
06037137504,1960.0,52.0,3.3,91.6,1.4,39.0,51.4,96.9,1101700.0,8.2,0.8,1.3,64.0,6.67,,$175313,32.1,72.9,2.3,21.1,87.4,58.8,72.3,24.7
06037139702,5985.0,50.1,3.0,86.3,3.3,340.0,48.6,100.0,1247600.0,7.5,1.9,7.4,0.0,3.32,2934 (USD),$187891,31.9,83.4,4.7,9.1,94.1,69.0,58.3,34.2
06037143500,4977.0,41.4,9.4,69.7,11.8,281.0,46.9,37.5,908000.0,4.6,15.6,58.3,2.6,1.98,1795 (USD),$87464,32.2,69.5,10.3,11.1,86.2,64.2,82.6,11.9
06037181400,4511.0,40.6,37.9,24.9,1.3,1518.0,47.5,38.7,643300.0,3.9,38.4,71.3,0.0,2.66,1401 (USD),$55208,27.7,75.9,12.1,34.1,89.3,40.6,48.3,40.6
06037189400,3497.0,42.4,6.7,79.0,3.6,210.0,49.6,66.7,1131200.0,4.9,40.3,41.9,0.0,1.73,1825 (USD),$123500,31.2,70.1,8.3,27.2,89.0,70.4,86.1,13.2
06037185202,4088.0,35.0,60.5,25.9,3.3,399.0,49.2,56.4,659700.0,4.4,41.9,56.4,0.0,2.79,1357 (USD),$62044,31.5,63.5,16.0,40.6,87.5,38.5,45.1,32.7
06037188300,3576.0,42.1,29.9,33.1,0.0,974.0,50.6,67.5,663800.0,4.8,57.4,52.3,0.0,2.26,1644 (USD),$93594,36.6,68.9,5.5,42.8,94.2,45.4,47.6,41.5
06037189902,5243.0,35.6,8.6,72.6,2.9,641.0,55.5,1.1,535300.0,3.1,12.1,95.8,1.9,1.67,1543 (USD),$52120,29.1,66.0,15.2,80.6,75.9,62.8,53.8,43.4
06037190100,4624.0,32.6,17.4,62.0,6.5,463.0,57.5,5.0,608200.0,2.4,20.9,96.4,2.6,1.66,1407 (USD),$42470,33.1,56.4,20.8,92.8,71.6,64.5,70.9,24.5
06037192300,2389.0,39.9,10.0,64.1,0.0,561.0,49.5,23.4,952600.0,3.7,50.3,64.8,4.5,1.54,1750 (USD),$100000,29.1,71.1,10.2,46.0,84.9,77.0,66.4,29.7
06037195100,5028.0,41.8,16.2,62.4,1.9,720.0,51.0,64.3,1115300.0,5.4,47.8,42.4,6.6,2.15,1936 (USD),$126528,29.2,76.0,6.8,28.5,87.1,68.9,73.4,14.6
06037195720,2187.0,38.9,66.4,20.1,0.2,224.0,53.0,23.3,613200.0,3.2,42.7,79.7,4.1,2.35,1076 (USD),$46023,35.5,47.6,10.4,49.4,85.4,31.9,30.4,45.8
06037199201,4170.0,30.7,66.5,1.1,0.0,1297.0,48.0,24.2,377500.0,3.6,46.0,85.0,0.9,3.58,1017 (USD),$39009,32.5,59.4,24.9,21.7,92.4,11.2,14.1,46.9
06037203200,5008.0,31.8,96.1,1.5,1.2,18.0,46.2,49.5,338100.0,4.4,45.6,64.4,1.0,3.72,1078 (USD),$45785,30.7,59.4,30.7,25.8,90.6,9.7,12.3,42.7
06037203800,4688.0,31.4,95.2,1.9,0.2,86.0,48.9,62.4,346700.0,4.7,38.1,55.8,2.6,4.4,1129 (USD),$38955,31.1,64.5,31.1,22.5,92.5,10.1,15.0,39.1
06037204700,5271.0,31.4,94.8,3.8,0.0,77.0,53.4,68.1,346500.0,4.5,50.6,54.8,0.0,4.14,1047 (USD),$50458,27.5,73.6,23.6,31.6,94.9,5.6,6.6,46.0
06037204810,5112.0,33.2,98.0,0.2,1.1,30.0,50.7,57.0,412100.0,4.2,41.5,61.9,2.5,4.12,1004 (USD),$41037,26.6,74.3,23.3,27.2,91.4,6.3,10.5,43.2
06037216100,2428.0,44.1,8.4,54.0,17.3,418.0,52.3,50.9,950700.0,6.2,76.9,41.6,0.0,2.2,1768 (USD),$98102,25.4,71.1,8.4,35.2,85.1,69.3,77.3,16.8
06037206031,3589.0,34.3,8.9,42.4,4.3,1350.0,59.3,1.3,628200.0,1.4,35.3,70.7,9.3,1.69,2332 (USD),$87500,28.1,54.6,13.0,83.0,75.6,70.7,60.1,24.4
06037186301,3119.0,31.2,67.9,15.5,3.2,363.0,51.2,37.1,484800.0,4.1,18.5,69.6,0.0,3.46,1165 (USD),$38672,32.0,60.5,33.1,27.5,83.2,27.5,31.7,38.6
06037183104,2248.0,38.4,54.2,26.2,0.7,363.0,49.9,66.4,624600.0,5.3,26.7,37.7,0.0,2.95,1256 (USD),$69250,37.5,74.3,8.1,40.0,96.7,33.8,43.5,29.9
06037241002,3956.0,26.1,59.4,0.5,38.6,0.0,45.2,58.6,320700.0,4.9,19.9,54.1,0.0,3.67,1132 (USD),$39837,31.5,82.9,22.3,16.5,94.9,5.1,45.0,20.9
06037241001,4460.0,29.2,72.6,0.4,25.4,6.0,43.3,56.4,283900.0,4.9,32.1,53.8,5.3,4.16,1122 (USD),$37917,25.4,71.8,30.5,20.8,92.1,9.2,29.2,37.0
06037240402,3756.0,29.6,64.2,0.1,34.0,1.0,44.6,60.2,280100.0,4.4,47.7,49.7,3.1,3.35,1045 (USD),$33705,36.0,78.6,36.3,18.8,91.8,5.8,43.0,29.2
06037239202,5589.0,25.8,80.3,0.3,18.7,0.0,51.5,59.0,423300.0,4.3,31.9,71.5,2.3,4.8,1132 (USD),$31716,39.7,58.5,30.5,20.8,87.6,6.3,22.7,33.3
06037239201,3842.0,28.6,79.0,0.7,19.8,1.0,50.8,48.5,321300.0,4.4,50.9,81.4,3.1,4.14,1071 (USD),$34418,32.5,54.0,33.8,11.2,87.0,5.8,22.3,42.3
06037237402,3011.0,37.5,58.2,1.3,40.1,0.0,49.8,74.3,277200.0,4.3,62.8,38.2,0.0,2.65,1096 (USD),$34719,30.5,76.9,22.2,33.8,93.1,10.4,42.8,32.5
06037237401,3967.0,32.8,73.8,1.1,24.6,0.0,47.4,69.8,276100.0,4.8,60.9,50.7,3.7,3.0,1064 (USD),$33661,35.4,77.2,36.6,27.5,92.9,8.3,27.7,36.5
06037237202,4708.0,32.3,65.5,2.3,31.2,32.0,50.8,57.4,321800.0,4.5,34.3,55.6,1.1,3.29,1303 (USD),$40511,37.9,74.5,17.5,26.3,95.6,8.8,33.6,36.4
06037237201,3581.0,32.0,70.9,0.2,25.9,49.0,48.1,70.6,289600.0,4.5,50.8,51.4,2.8,3.18,1071 (USD),$41858,36.0,79.0,21.5,34.1,92.8,5.3,30.4,36.7
06037237101,3926.0,29.5,76.1,0.6,22.8,16.0,45.2,46.1,369300.0,4.3,37.6,69.2,3.8,3.32,1004 (USD),$30530,34.4,59.7,37.5,15.4,94.1,4.0,27.5,38.0
06037236204,2944.0,33.3,37.9,3.9,55.5,38.0,45.2,1.2,,3.5,12.4,100.0,7.3,2.3,1059 (USD),$23491,31.1,57.6,44.1,37.4,81.6,8.9,62.1,23.5
06037236203,3269.0,37.7,27.2,2.3,58.9,164.0,45.1,1.5,310500.0,3.5,23.8,97.7,4.9,2.24,1062 (USD),$27092,34.3,63.6,29.3,26.5,89.8,11.1,58.9,32.6
06037234902,3908.0,33.4,53.0,1.5,39.8,48.0,46.5,25.0,425600.0,3.8,22.1,78.6,11.3,2.58,1088 (USD),$25893,38.8,67.4,27.2,33.1,88.5,5.7,45.0,32.9
06037222001,3022.0,35.1,60.6,8.1,28.4,28.0,49.1,62.5,462400.0,5.1,77.0,48.8,3.7,3.15,1236 (USD),$51838,31.7,77.0,13.5,29.3,95.7,22.8,44.3,33.1
06037221602,2939.0,31.4,88.9,2.2,2.5,175.0,49.1,18.6,434200.0,3.3,20.3,90.6,0.0,3.02,1031 (USD),$24063,34.5,57.8,38.0,16.9,90.0,12.3,9.8,55.1
06037221601,3159.0,35.2,74.6,6.6,13.9,127.0,49.7,21.7,559600.0,3.9,45.1,81.1,0.0,3.23,946 (USD),$32974,34.6,62.5,30.5,20.5,89.0,14.9,27.5,45.4
06037221402,2857.0,34.0,55.2,7.3,20.1,431.0,52.4,24.3,645000.0,3.8,44.3,77.5,2.8,2.55,1049 (USD),$34250,33.4,68.4,24.7,34.7,88.5,20.1,34.9,39.8
06037294301,2639.0,36.8,82.3,8.0,1.0,209.0,50.9,83.5,380300.0,5.2,19.0,22.0,0.0,3.5,1138 (USD),$66510,23.2,81.5,6.8,20.9,97.4,14.8,36.2,34.1
06037293307,2601.0,33.6,63.4,10.1,8.2,391.0,50.1,12.9,298100.0,3.4,0.0,78.1,0.0,2.9,1107 (USD),$47337,29.8,72.3,26.5,32.7,91.7,20.0,29.1,43.0
06037278102,3118.0,44.4,8.6,79.9,1.7,153.0,51.8,34.3,1179200.0,4.7,3.8,48.5,3.3,1.92,2168 (USD),$155694,30.5,85.7,3.1,54.5,83.9,71.3,86.9,12.1
06037194402,3776.0,36.1,5.7,77.6,0.8,482.0,55.7,14.1,872200.0,4.2,24.5,71.9,0.0,1.73,2436 (USD),$96552,25.3,74.5,11.0,41.5,77.0,72.7,74.1,20.5
06037221401,3523.0,35.0,36.1,7.4,46.8,248.0,40.8,16.1,710900.0,3.1,27.8,88.1,3.9,2.34,821 (USD),$21545,33.3,58.7,42.6,32.7,88.9,22.6,53.2,31.6
06037221304,3894.0,34.6,67.8,2.2,9.7,779.0,42.9,3.6,468200.0,3.5,20.0,97.3,1.2,3.45,1114 (USD),$34375,35.3,62.6,28.6,20.5,95.7,16.5,9.9,54.5
06037221303,2838.0,34.8,75.3,5.8,5.2,363.0,57.0,11.3,538500.0,3.2,45.4,87.4,0.0,3.49,1038 (USD),$31349,33.6,48.0,42.8,29.2,84.9,17.2,11.8,55.7
06037219902,3682.0,33.5,66.0,7.7,19.8,91.0,52.1,46.7,424200.0,4.1,23.7,49.9,3.6,2.89,1329 (USD),$44766,28.3,64.7,22.1,23.9,94.7,17.5,29.0,39.5
06037218702,2218.0,36.8,58.0,4.3,30.9,68.0,50.2,27.8,468100.0,3.5,52.7,74.0,0.0,2.57,953 (USD),$32218,36.5,75.6,28.0,25.0,92.7,19.8,42.1,38.7
06037218701,2239.0,41.6,29.6,9.2,39.7,444.0,49.0,33.3,737200.0,4.5,59.9,60.9,10.1,2.61,1113 (USD),$55154,31.6,82.5,17.8,24.1,89.2,32.8,57.0,29.1
06037217002,5058.0,35.9,14.4,63.8,8.7,500.0,43.8,18.3,943100.0,4.3,32.3,75.2,1.3,2.03,1628 (USD),$74215,27.5,80.5,12.5,29.1,88.6,55.1,60.6,28.0
06037217001,3240.0,30.8,2.9,85.9,1.7,125.0,47.1,46.3,1131000.0,5.1,44.8,53.9,2.9,2.74,1759 (USD),$73603,23.5,66.5,13.3,22.1,90.6,61.8,51.4,23.4
06037216402,2845.0,38.0,5.5,74.8,0.1,410.0,47.6,2.0,680700.0,3.9,9.4,87.0,6.6,2.04,1926 (USD),$75074,24.8,84.0,15.4,49.1,87.9,58.4,51.2,38.3
06037216401,4380.0,33.9,9.5,78.8,4.4,226.0,51.0,1.0,642900.0,3.7,13.0,88.4,9.0,2.19,1720 (USD),$49395,26.2,66.1,15.8,47.5,81.3,57.6,50.5,37.8
06037215102,3070.0,34.0,12.5,64.7,0.0,650.0,46.4,0.6,,3.1,50.1,99.4,4.7,1.57,1757 (USD),$61368,27.8,66.7,12.3,71.6,69.6,66.2,60.9,32.4
06037215101,2930.0,30.4,16.4,55.9,7.4,430.0,40.3,0.0,651000.0,3.1,25.3,92.3,6.4,1.77,1881 (USD),$61609,30.5,72.6,15.4,85.6,66.9,81.5,57.6,30.3
06037214501,2860.0,34.8,7.0,46.9,3.2,982.0,50.1,3.6,1981300.0,3.7,8.3,97.4,5.6,1.98,2587 (USD),$86438,27.2,68.0,14.3,51.2,55.6,70.5,42.1,48.8
06037212702,3647.0,44.7,15.7,20.1,6.6,1967.0,48.0,31.8,886500.0,4.8,37.1,50.8,3.4,2.18,1636 (USD),$68750,29.5,77.4,10.5,37.0,89.0,51.5,35.7,42.3
06037212502,2779.0,33.9,30.8,14.2,10.1,1143.0,48.1,3.6,559800.0,2.8,33.8,93.5,3.7,2.03,1204 (USD),$44178,27.9,61.3,16.8,48.2,77.9,47.2,32.6,47.5
06037194401,2454.0,37.2,15.4,70.4,5.7,114.0,53.1,22.5,1146800.0,3.8,32.7,81.9,4.8,1.79,1658 (USD),$83191,27.0,68.0,8.4,66.7,75.0,54.3,68.9,25.1
06037194102,3456.0,45.5,6.4,78.1,4.2,316.0,54.1,84.5,1561100.0,6.1,12.8,23.6,0.0,1.72,1713 (USD),$124764,31.3,75.6,5.4,23.9,91.3,62.9,65.2,23.2
06037192002,2651.0,39.2,9.3,72.2,5.1,144.0,51.8,52.0,932500.0,5.0,74.1,54.2,3.4,2.09,1978 (USD),$104091,26.7,74.5,10.7,30.2,76.3,59.0,72.7,19.1
06037191902,2560.0,34.8,16.1,74.2,2.3,106.0,48.5,34.9,1071900.0,3.9,57.4,57.3,5.7,1.73,1609 (USD),$91550,27.9,74.5,9.7,27.3,84.2,63.6,73.9,18.9
06037191901,3197.0,32.1,27.1,59.1,4.0,199.0,54.9,8.2,615900.0,2.8,6.8,92.0,5.2,2.02,1472 (USD),$54028,32.8,76.8,15.3,55.3,86.2,46.1,55.7,33.8
06037191302,2171.0,32.9,41.3,24.0,3.6,618.0,54.3,12.8,576400.0,3.0,35.6,89.7,3.9,2.37,1142 (USD),$39375,29.8,59.9,31.3,56.4,87.4,32.6,38.0,48.8
06037191301,2574.0,35.3,61.8,15.6,2.4,435.0,49.6,14.5,503700.0,3.0,37.2,89.8,2.1,2.63,1183 (USD),$47674,32.6,62.7,22.1,38.7,92.3,32.9,23.3,50.9
06037190802,2844.0,37.2,54.3,29.4,5.2,151.0,58.4,12.5,616400.0,2.8,32.0,91.3,2.0,2.08,1206 (USD),$35556,30.5,43.2,25.6,47.4,90.3,32.1,31.2,53.7
06037189905,2241.0,38.4,8.8,77.3,4.6,157.0,53.6,10.1,603400.0,3.1,17.3,81.7,2.5,1.5,1581 (USD),$60954,36.3,66.8,14.1,69.7,77.8,61.2,56.1,44.0
06037189202,2394.0,41.5,6.7,80.9,0.3,234.0,51.4,48.8,1351000.0,4.9,57.4,50.6,0.0,1.67,1683 (USD),$107688,28.5,74.6,9.1,47.2,86.1,65.8,71.9,26.3
06037189102,3252.0,37.0,20.2,63.9,1.4,305.0,51.7,12.4,707900.0,3.2,27.7,75.7,3.6,1.58,1520 (USD),$82107,28.0,70.7,10.2,44.6,79.6,73.9,67.8,23.6
06037189101,2485.0,36.2,9.6,77.6,0.4,227.0,44.9,17.0,626700.0,3.6,30.4,86.3,4.4,1.81,1435 (USD),$60133,28.3,76.2,13.9,42.0,83.8,65.3,62.4,28.7
06037188202,2338.0,37.7,7.5,66.6,1.8,408.0,44.3,49.8,1525200.0,4.8,34.2,49.8,7.2,1.71,1677 (USD),$107668,30.1,66.9,2.5,34.7,84.8,66.9,66.0,30.3
06037275603,2793.0,43.5,27.1,43.5,1.7,729.0,53.6,65.8,662800.0,4.5,2.2,38.8,0.0,2.37,1412 (USD),$70078,30.3,78.5,14.2,33.7,87.0,40.4,58.5,19.9
06037275500,5666.0,34.1,68.8,16.3,3.3,517.0,44.9,29.0,665200.0,4.0,7.4,71.7,0.0,3.06,933 (USD),$37301,31.7,71.3,28.2,27.5,90.2,28.4,28.1,40.7
06037275102,3862.0,33.4,61.5,24.4,4.2,250.0,50.8,28.9,772900.0,3.5,5.9,67.1,2.6,2.9,1334 (USD),$53500,30.6,72.4,12.4,26.8,93.5,32.0,35.1,40.7
06037134424,2778.0,48.2,6.0,69.7,1.5,506.0,49.0,98.6,880400.0,7.7,0.7,3.8,0.0,3.4,2583 (USD),$136300,33.3,75.9,2.3,39.9,95.3,65.5,66.2,26.9
06037134423,3525.0,47.0,9.9,65.6,9.2,420.0,47.9,89.5,606500.0,6.4,3.3,19.6,0.0,1.85,2074 (USD),$97589,39.4,69.7,8.3,29.4,90.6,43.5,76.6,19.5
06037134002,4075.0,34.3,65.2,19.1,2.0,460.0,47.9,56.7,417100.0,4.8,0.6,50.9,3.7,3.26,1149 (USD),$55625,31.6,74.3,13.6,35.3,84.7,16.5,36.4,41.3
06037134001,3780.0,33.5,85.0,8.5,0.7,182.0,53.1,48.4,418300.0,4.2,0.0,66.3,8.7,3.88,1367 (USD),$50446,27.3,63.2,24.8,24.8,93.9,9.8,11.9,55.8
06037132502,4030.0,33.1,43.6,37.4,6.3,438.0,43.8,12.8,284900.0,4.6,0.0,48.4,0.0,2.96,1522 (USD),$50588,28.4,75.4,25.2,37.2,87.1,25.2,40.6,42.2
06037132501,4449.0,43.2,47.1,36.7,3.1,510.0,46.6,53.6,398100.0,4.6,0.6,56.6,4.8,3.3,1195 (USD),$54470,26.7,73.3,20.9,32.3,89.1,18.2,29.9,47.9
06037132102,5655.0,36.3,47.0,32.2,4.1,832.0,51.4,35.9,404900.0,4.6,1.6,46.2,0.0,2.82,1279 (USD),$51027,35.1,67.6,19.4,26.4,85.4,29.3,41.6,36.8
06037132101,4763.0,36.0,51.1,23.9,9.0,424.0,45.3,45.9,472900.0,4.7,4.0,57.7,2.3,3.23,1439 (USD),$69719,34.5,72.1,12.8,32.3,86.4,30.5,41.9,36.3
06037102103,1838.0,47.8,19.5,73.3,0.0,80.0,45.0,78.2,538800.0,5.3,0.4,35.4,0.0,2.5,2160 (USD),$81477,28.4,88.7,6.5,41.0,96.2,36.7,39.2,47.4
06037119002,7440.0,34.2,86.5,4.0,1.9,529.0,50.8,84.7,385700.0,5.4,0.4,30.3,0.0,3.22,1602 (USD),$74200,28.0,74.7,10.1,33.8,91.4,12.0,21.7,48.3
06037119001,4195.0,35.0,70.8,9.7,0.0,705.0,49.5,97.9,392100.0,5.5,2.0,22.6,2.7,5.26,2159 (USD),$77813,37.5,74.5,7.5,29.3,92.4,14.1,22.7,46.2
06037117202,2597.0,42.2,41.2,22.9,8.5,620.0,51.1,91.3,472600.0,6.4,0.0,16.4,0.0,2.57,2000 (USD),$80313,35.0,81.0,4.6,44.4,86.9,35.1,42.7,33.1
06037135114,4784.0,32.4,9.2,55.0,3.4,1401.0,49.1,2.1,414200.0,3.2,2.1,83.4,7.1,1.88,1701 (USD),$53348,28.3,69.6,24.4,62.8,66.9,63.7,53.3,46.0
06037135113,3088.0,37.3,14.5,51.8,7.4,491.0,49.7,1.9,235800.0,3.7,0.0,83.3,1.8,2.36,2174 (USD),$72114,24.9,81.6,5.8,36.6,77.1,49.2,61.6,38.2
06037134903,6243.0,29.0,44.0,24.8,7.8,1233.0,49.6,0.0,,3.2,0.7,100.0,3.1,2.46,1672 (USD),$54341,30.1,74.5,18.9,49.2,72.6,37.9,33.1,47.3
06037134521,3545.0,28.0,87.3,2.6,2.3,260.0,58.7,25.4,346200.0,4.0,0.0,77.0,3.9,4.6,1340 (USD),$49327,28.5,48.9,33.2,10.8,90.5,6.5,8.6,54.3
06037131701,4764.0,39.4,34.4,36.6,10.6,519.0,46.4,28.5,350000.0,4.5,3.0,55.5,0.2,2.68,1334 (USD),$49387,28.5,76.8,24.1,33.1,92.4,28.0,42.6,38.5
06037128801,3246.0,37.8,16.9,56.0,8.3,484.0,45.5,12.7,570800.0,3.4,2.1,73.0,1.8,1.66,1382 (USD),$62891,35.0,83.1,15.4,50.9,81.7,50.2,66.3,25.4
06037127712,3074.0,34.9,60.7,30.4,2.4,154.0,52.9,23.6,613500.0,3.4,1.3,79.2,1.8,2.56,1137 (USD),$37644,39.7,69.7,23.9,31.3,83.6,25.2,32.3,41.7
06037127606,3482.0,35.9,63.8,24.2,4.8,185.0,44.5,46.6,432900.0,4.3,3.8,64.0,0.7,2.96,1212 (USD),$57850,33.3,74.8,16.0,26.7,86.4,26.9,39.9,34.9
06037120107,3707.0,25.8,89.4,2.8,2.4,178.0,49.0,8.9,311500.0,3.4,2.3,93.4,2.0,3.49,1121 (USD),$30473,31.8,57.1,44.5,7.7,86.8,5.5,9.1,53.7
06037120106,4553.0,27.5,85.7,2.3,1.8,456.0,53.7,5.7,241300.0,3.3,1.5,91.7,3.4,3.94,1123 (USD),$32418,40.1,54.9,32.4,19.1,93.1,13.4,6.9,51.1
06037120104,2340.0,30.8,66.2,7.8,5.8,422.0,50.8,15.6,347800.0,3.4,0.0,85.2,2.7,2.85,1195 (USD),$36528,32.4,56.6,31.3,25.3,80.7,18.3,22.9,48.0
06037120103,3370.0,28.6,92.5,3.1,2.1,71.0,50.8,1.8,257900.0,3.3,0.0,92.0,4.1,3.89,1161 (USD),$28173,31.4,45.1,44.2,13.5,84.8,4.3,7.4,56.3
06037119342,3196.0,29.5,80.1,3.7,2.5,438.0,50.7,6.5,256300.0,4.7,1.8,58.7,1.8,4.39,1477 (USD),$45257,33.5,68.0,19.5,22.0,91.0,15.7,8.9,49.9
06037119341,2900.0,36.4,59.0,8.6,3.4,733.0,48.4,31.5,356400.0,4.3,1.8,65.1,5.1,3.48,1253 (USD),$47442,36.1,71.0,15.4,33.0,91.4,23.9,12.6,58.0
06037115104,4650.0,27.2,32.3,33.4,13.2,844.0,52.7,15.5,485300.0,3.2,0.5,75.1,9.7,2.24,1459 (USD),$51563,29.7,65.9,24.1,72.3,71.8,46.2,51.6,29.5
06037139504,4079.0,42.5,10.3,72.8,3.6,194.0,47.1,2.1,456200.0,3.9,0.5,69.6,2.0,2.32,1481 (USD),$47600,30.2,82.8,20.0,49.3,79.0,42.3,39.5,52.9
06037139503,5956.0,39.7,13.8,71.5,6.8,271.0,44.7,1.7,365600.0,3.8,0.0,70.9,0.0,2.29,1429 (USD),$53429,33.0,82.4,19.7,38.1,81.0,43.4,40.8,51.2
06037139401,2871.0,40.0,17.2,72.5,2.6,150.0,51.7,24.1,591300.0,3.5,1.7,76.7,5.0,2.06,1254 (USD),$61959,33.9,72.4,10.0,31.8,86.1,46.6,43.1,45.6
06037137103,5219.0,40.1,20.6,58.5,4.1,824.0,49.4,2.8,388300.0,4.2,0.0,49.2,0.0,2.28,1929 (USD),$73355,24.6,86.9,5.7,35.4,80.0,55.6,61.9,32.1
06037134905,3926.0,35.4,12.8,59.2,7.7,547.0,47.1,6.5,481300.0,3.3,0.3,85.6,6.3,1.88,2121 (USD),$76906,30.3,77.8,10.4,70.0,61.7,58.7,57.1,36.9
06037134522,3935.0,30.5,79.4,11.2,2.1,129.0,49.4,22.4,387500.0,3.6,6.0,82.5,0.0,3.08,1066 (USD),$34976,25.6,59.5,29.1,20.9,85.6,13.7,23.6,45.0
06037117408,3332.0,28.8,80.9,4.1,9.1,169.0,48.5,17.2,360000.0,3.4,0.0,81.3,2.2,3.45,1032 (USD),$32065,32.6,65.9,42.3,30.4,86.7,11.1,21.0,43.9
06037117407,3917.0,26.7,96.3,0.9,1.1,60.0,49.3,1.6,,3.6,0.0,97.8,2.9,4.19,1124 (USD),$25208,34.9,54.4,44.6,12.2,85.4,4.4,6.0,49.8
06037117201,4580.0,31.3,65.4,16.0,1.6,666.0,48.8,31.4,533700.0,4.2,2.8,66.8,6.5,3.87,1152 (USD),$57866,27.5,71.7,24.6,28.2,87.4,23.2,21.8,44.9
06037117102,2841.0,37.6,63.0,25.0,1.0,265.0,52.4,60.8,430400.0,5.2,3.5,32.9,0.0,3.13,1564 (USD),$63681,32.8,80.5,11.5,35.2,93.6,20.2,34.2,42.2
06037117101,5269.0,35.2,45.1,7.2,1.9,2257.0,52.2,54.4,374700.0,4.9,1.5,35.6,3.1,4.05,1242 (USD),$75694,31.5,66.0,11.7,30.1,86.9,38.7,16.6,57.6
06037241201,2869.0,41.5,59.2,0.3,38.4,13.0,48.0,66.6,291000.0,4.6,54.9,46.0,5.3,3.09,1123 (USD),$37092,35.6,69.1,32.5,31.9,90.0,7.2,46.1,27.8
06037239801,3404.0,26.2,82.9,0.1,16.7,6.0,48.6,52.4,283100.0,4.3,44.0,65.3,13.0,4.72,1166 (USD),$32368,29.7,70.3,38.5,22.5,81.1,2.6,20.5,37.5
06037188201,3340.0,37.1,13.7,66.3,4.2,352.0,49.8,16.0,792300.0,3.4,27.7,80.7,1.4,1.63,1569 (USD),$69950,29.3,72.4,8.1,60.9,86.5,69.2,70.7,18.4
06037187101,3110.0,41.1,31.2,39.1,1.0,850.0,48.4,68.4,660200.0,4.0,59.1,51.1,0.0,2.49,1371 (USD),$78375,29.9,76.5,13.2,57.7,95.9,40.8,37.5,53.9
06037186404,2802.0,34.6,78.2,7.2,0.2,372.0,54.6,53.7,586400.0,4.3,37.3,70.0,0.0,3.25,1159 (USD),$56094,27.7,74.5,22.6,34.4,94.4,20.1,14.2,46.4
06037186403,2841.0,36.7,64.3,12.9,1.0,570.0,48.6,64.2,589300.0,4.6,51.2,53.4,0.0,3.03,1158 (USD),$53958,28.0,71.8,17.2,39.0,92.0,24.1,24.7,44.1
06037186302,5251.0,39.5,54.5,25.2,2.6,762.0,54.1,72.8,607800.0,4.5,25.4,40.1,1.1,2.94,1253 (USD),$63158,32.1,72.8,19.1,29.1,92.0,31.0,43.2,34.5
06037186203,2883.0,43.6,40.4,36.8,2.5,466.0,47.5,91.2,661800.0,5.3,17.8,23.7,0.0,2.41,1493 (USD),$97857,31.0,80.0,9.7,36.6,88.9,54.0,54.7,28.0
06037186202,2056.0,40.1,45.5,20.8,0.6,601.0,50.2,56.8,471200.0,4.2,11.3,50.5,4.6,3.05,1172 (USD),$88417,36.2,65.0,6.6,35.4,83.9,38.3,36.5,44.9
06037295103,4938.0,45.8,23.4,59.8,3.2,463.0,44.0,37.6,551600.0,5.5,1.7,23.5,6.4,2.77,2250 (USD),$101652,26.9,89.8,2.8,43.2,89.2,35.6,85.5,11.3
06037275602,9596.0,34.5,12.6,49.1,10.0,2392.0,46.9,6.5,890300.0,3.8,0.0,61.3,9.7,2.01,2625 (USD),$121833,27.6,81.6,11.4,54.6,70.6,79.0,67.0,20.6
06037275101,1254.0,33.7,25.8,41.4,1.0,354.0,48.1,49.5,720500.0,4.1,2.2,68.7,0.6,2.26,1700 (USD),$79514,30.7,70.3,12.5,48.0,91.7,48.8,55.2,39.2
06037297202,4153.0,38.4,38.3,46.9,2.3,417.0,45.0,48.9,478000.0,4.5,30.6,52.5,0.0,2.67,1292 (USD),$66813,27.2,79.6,13.7,38.6,91.3,28.1,62.2,24.0
06037297201,4121.0,32.9,66.1,20.8,4.8,296.0,56.2,30.1,396100.0,4.3,23.1,68.4,3.4,3.02,1361 (USD),$58947,33.7,78.3,10.8,30.6,84.8,21.1,38.6,29.6
