GEOID10,total_pop,median_age,pct_hispanic,pct_white,pct_black,pct_asian,pct_male,pct_single_family_home,med_home_value,med_rooms_per_home,pct_built_before_1940,pct_renting,rental_vacancy_rate,avg_renter_household_size,med_gross_rent,med_household_income,mean_commute_time,pct_commute_drive_alone,pct_below_poverty,pct_college_grad_student,pct_same_residence_year_ago,pct_bachelors_degree,pct_english_only,pct_foreign_born,state,county,county_name
06059074802,6810.0,28.2,88.1,1.6,0.5,633.0,53.0,30.8,47500.0,4.6,5.1,43.8,0.0,5.36,1361.0,49904.0,30.7,64.6,25.5,28.1,84.6,3.6,5.3,50.6,06,059,Orange
06059075100,10050.0,32.4,77.0,17.3,1.2,373.0,51.6,51.3,512000.0,4.3,24.0,61.4,0.0,4.18,1199.0,44871.0,28.8,67.7,23.8,23.9,82.7,12.8,27.4,39.8,06,059,Orange
06059075202,5510.0,33.3,91.2,3.8,0.2,254.0,47.5,73.5,417500.0,4.8,12.1,33.4,0.0,4.51,1301.0,64213.0,28.6,63.7,23.4,29.5,94.3,9.0,14.3,48.9,06,059,Orange
06059075301,5994.0,29.2,66.6,21.1,1.5,568.0,50.1,55.3,616900.0,4.9,1.6,51.8,3.1,4.14,1444.0,57207.0,28.0,76.9,16.6,29.0,87.3,20.9,32.1,33.8,06,059,Orange
06059032032,3020.0,44.8,19.7,62.9,0.0,355.0,50.2,95.9,697200.0,6.4,0.0,13.6,0.0,3.44,2446.0,112830.0,24.2,82.9,6.7,26.6,84.9,40.4,80.1,18.2,06,059,Orange
06059032035,2356.0,56.5,9.0,75.5,1.1,231.0,47.3,49.5,741600.0,6.2,0.3,19.2,19.1,2.44,2479.0,99798.0,26.8,78.6,4.0,37.3,85.6,52.1,80.3,20.7,06,059,Orange
06059032038,6482.0,45.5,10.8,68.2,0.0,1080.0,49.0,88.9,792300.0,7.3,1.3,7.9,0.0,3.55,3250.0,129020.0,25.7,77.5,3.7,30.9,92.5,58.7,81.0,20.8,06,059,Orange
06061990000,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,06,061,Placer
06061023200,5593.0,33.0,14.4,64.4,3.5,753.0,49.3,98.2,359900.0,7.0,0.0,19.0,0.0,3.53,2259.0,97798.0,34.7,77.5,5.5,23.7,87.0,40.5,83.3,14.7,06,061,Placer
06061023700,3416.0,73.7,3.6,90.9,0.6,169.0,43.5,98.6,455500.0,5.3,0.9,12.4,0.0,1.55,1722.0,61121.0,22.0,72.1,5.4,68.9,93.6,38.3,87.5,14.1,06,061,Placer
06061023900,3277.0,37.9,21.0,68.5,0.8,61.0,47.7,90.6,368500.0,6.6,0.0,19.0,0.0,3.42,1614.0,104946.0,31.5,82.7,8.1,23.8,91.8,23.0,85.0,6.9,06,061,Placer
06061023300,5345.0,36.0,20.4,59.7,2.6,564.0,45.7,87.9,341800.0,6.8,0.0,19.4,0.0,3.48,2138.0,96442.0,31.7,87.8,7.0,16.5,83.5,35.5,79.2,10.3,06,061,Placer
06061023400,5007.0,35.4,16.9,70.2,3.1,271.0,50.0,91.6,343400.0,6.7,0.5,25.3,0.0,3.19,1947.0,82396.0,24.7,77.7,6.7,26.4,81.6,32.9,84.4,12.3,06,061,Placer
06061023600,4136.0,72.2,6.3,89.5,0.0,159.0,42.2,99.5,491600.0,5.3,1.1,12.0,0.0,1.4,1849.0,67179.0,23.5,62.1,3.2,79.7,90.9,43.1,92.3,9.0,06,061,Placer
06061022900,5129.0,32.7,17.0,61.5,0.0,784.0,47.0,64.2,429200.0,5.9,0.0,50.1,0.0,2.52,1459.0,79556.0,28.1,83.1,7.5,15.7,80.8,42.5,74.4,17.3,06,061,Placer
06061023100,8428.0,36.8,9.8,69.1,2.8,1181.0,48.4,83.9,482500.0,6.6,0.5,24.7,15.1,3.13,1904.0,129531.0,29.1,81.5,3.1,25.6,82.3,49.2,83.4,14.9,06,061,Placer
06061023000,3254.0,32.5,11.5,67.8,2.5,309.0,47.4,87.6,425200.0,7.1,0.0,16.6,0.0,2.91,2317.0,111103.0,25.0,81.7,2.9,22.3,81.4,53.5,80.1,15.1,06,061,Placer
06061022600,5116.0,33.2,15.9,63.2,2.8,622.0,51.6,42.2,367500.0,5.0,0.0,58.5,4.2,2.51,1463.0,73504.0,21.5,81.0,10.7,32.8,78.7,44.2,82.8,13.4,06,061,Placer
06061022500,6000.0,41.1,11.2,59.8,4.0,1202.0,48.0,88.1,602200.0,7.5,0.0,8.0,0.0,2.56,971.0,158607.0,32.1,77.5,2.6,22.0,86.8,47.2,77.7,18.4,06,061,Placer
06061022800,4673.0,35.7,14.6,59.9,1.3,811.0,50.1,75.5,440500.0,5.8,0.3,40.4,4.2,2.73,1696.0,92431.0,28.3,80.4,5.6,15.7,84.3,49.7,69.0,23.4,06,061,Placer
06061022400,4785.0,38.9,12.0,68.5,2.0,574.0,49.7,63.6,608900.0,6.4,1.9,39.9,2.1,2.0,1418.0,105526.0,23.3,77.6,7.3,24.3,82.8,56.0,81.8,12.6,06,061,Placer
06061023800,3146.0,72.8,3.8,93.0,1.5,32.0,40.4,94.3,466600.0,5.3,0.4,13.0,0.0,1.69,1868.0,61111.0,39.2,55.6,8.8,56.4,88.0,38.1,92.9,7.9,06,061,Placer
06061023500,6044.0,34.8,17.4,69.7,2.5,460.0,49.9,97.7,484300.0,7.6,0.0,9.9,0.0,3.58,2341.0,133080.0,31.0,82.0,3.0,21.9,86.0,44.9,89.2,10.3,06,061,Placer
06061022200,767.0,37.8,4.8,94.4,0.0,0.0,51.5,63.1,650300.0,5.1,3.2,30.0,0.0,1.83,950.0,73795.0,17.0,79.1,12.7,9.7,91.2,58.1,93.9,5.6,06,061,Placer
06061022100,613.0,54.0,3.4,92.5,0.0,0.0,50.7,92.9,648200.0,5.1,5.0,15.0,0.0,1.89,1250.0,80859.0,21.2,48.8,3.9,17.2,94.9,57.1,89.8,4.4,06,061,Placer
06061022300,372.0,58.9,0.5,97.6,0.0,7.0,48.9,92.5,576300.0,5.2,17.2,6.5,43.5,2.08,,60521.0,20.3,65.7,23.9,0.0,86.6,40.4,94.8,11.0,06,061,Placer
06061021203,7560.0,40.5,8.5,79.1,1.5,229.0,47.7,77.2,362700.0,5.8,1.2,27.2,14.1,2.64,1486.0,81059.0,27.8,90.1,4.7,38.5,88.3,36.3,94.0,7.1,06,061,Placer
06061021045,3186.0,34.5,25.2,66.4,2.3,128.0,41.9,85.3,279700.0,5.5,16.1,46.3,0.0,2.86,1492.0,74034.0,20.7,83.2,5.9,39.6,83.2,25.0,85.5,8.3,06,061,Placer
06061021043,3563.0,35.6,12.4,77.8,0.5,279.0,47.7,83.1,449800.0,6.8,0.0,26.2,0.0,2.8,1617.0,110379.0,25.0,82.2,2.4,30.0,86.9,43.6,87.2,9.5,06,061,Placer
06061020401,2166.0,39.4,9.2,85.6,0.2,38.0,44.7,49.5,358800.0,4.5,35.8,68.0,4.7,2.0,936.0,41433.0,20.7,68.7,19.4,40.4,72.0,28.5,91.7,6.0,06,061,Placer
06061020710,4517.0,47.0,7.6,83.2,2.0,281.0,49.1,87.9,413300.0,6.9,0.0,16.4,0.0,3.38,1867.0,101910.0,25.8,75.4,5.9,14.0,93.1,44.5,88.2,9.0,06,061,Placer
06061021037,2148.0,39.0,8.5,75.6,1.4,260.0,45.3,56.5,377700.0,4.9,0.0,51.8,4.7,1.83,1134.0,61894.0,26.9,78.1,5.7,19.4,80.7,37.9,81.7,13.0,06,061,Placer
06061021128,3209.0,37.2,15.6,63.1,3.1,241.0,49.9,61.5,277600.0,5.7,0.3,31.0,2.7,3.99,2136.0,87724.0,27.3,71.3,13.4,38.9,80.6,36.0,86.3,13.4,06,061,Placer
06061021122,3421.0,49.3,9.2,78.6,1.2,313.0,51.1,100.0,536500.0,6.9,0.4,3.6,0.0,2.57,1672.0,122738.0,32.9,82.0,1.8,23.6,93.5,57.1,86.8,12.3,06,061,Placer
06061021003,6166.0,39.7,14.9,74.1,0.5,339.0,48.8,77.8,349400.0,6.1,13.8,37.7,5.0,2.31,1478.0,60062.0,19.0,75.8,13.6,33.0,82.6,39.6,89.0,5.6,06,061,Placer
06061021106,2259.0,46.3,7.8,82.4,0.3,71.0,50.8,85.2,385500.0,6.6,0.0,24.5,0.0,2.44,1581.0,94922.0,25.8,82.3,7.0,20.6,89.6,34.9,93.2,5.6,06,061,Placer
06061021108,2863.0,39.5,19.3,70.4,0.0,55.0,48.6,37.8,193000.0,4.8,0.9,47.9,0.0,2.19,1140.0,50469.0,24.2,80.7,13.5,30.5,84.1,18.9,85.4,9.8,06,061,Placer
06061020606,4312.0,48.3,6.3,71.6,1.6,654.0,51.7,94.3,665200.0,8.4,0.8,7.2,0.0,2.68,3501.0,166000.0,27.9,80.0,4.3,22.1,86.7,59.8,88.0,10.0,06,061,Placer
06061021501,6112.0,42.7,8.5,81.2,0.2,368.0,52.8,67.8,387600.0,5.5,6.1,25.9,9.7,2.79,1280.0,63859.0,25.9,87.4,3.5,32.5,83.5,24.8,84.6,10.6,06,061,Placer
06061021801,4909.0,55.0,6.6,90.7,0.0,30.0,51.9,97.9,477000.0,7.0,0.0,6.0,0.0,2.59,1541.0,93036.0,29.8,77.6,6.9,23.0,90.6,39.8,92.4,4.2,06,061,Placer
06061021901,2676.0,52.8,7.7,86.4,1.4,43.0,50.0,84.9,380800.0,5.4,5.9,29.4,4.0,1.93,1067.0,64205.0,23.6,86.1,6.4,38.3,88.3,29.0,93.8,4.3,06,061,Placer
06061021401,2312.0,41.8,29.7,65.6,1.4,25.0,48.4,94.3,274100.0,5.5,19.1,34.6,0.0,2.71,1307.0,68781.0,25.8,78.7,8.7,28.0,90.1,13.3,76.2,14.1,06,061,Placer
06061021502,3670.0,50.0,10.3,83.6,0.0,51.0,47.7,89.4,377600.0,6.0,5.9,24.0,8.3,2.51,1247.0,85393.0,21.4,81.2,6.2,32.7,93.8,37.0,91.0,7.3,06,061,Placer
06061021802,6235.0,48.3,18.3,75.9,2.8,48.0,48.8,66.7,298100.0,5.3,1.7,27.7,7.0,2.85,1097.0,56088.0,33.7,79.3,12.1,26.9,89.7,24.3,83.4,9.3,06,061,Placer
06061020105,965.0,58.4,2.7,86.8,0.0,0.0,53.2,87.2,628600.0,5.4,4.6,25.7,29.8,2.07,950.0,63958.0,23.7,81.3,20.2,0.0,91.1,58.1,97.4,4.9,06,061,Placer
06061020200,6654.0,50.1,8.7,88.4,0.5,19.0,52.9,81.8,319200.0,5.2,1.1,24.3,0.0,2.7,1207.0,76529.0,38.8,81.1,9.6,23.9,91.8,19.1,98.0,0.6,06,061,Placer
06061020601,7341.0,51.4,7.5,81.9,1.4,342.0,49.8,98.4,642800.0,7.6,0.6,8.2,0.0,2.86,2067.0,125490.0,32.1,76.6,3.0,22.8,94.6,56.2,90.0,9.8,06,061,Placer
06061020605,6003.0,46.6,8.8,77.6,0.0,556.0,47.4,90.5,680600.0,7.9,1.9,17.8,0.0,2.48,1280.0,116899.0,26.5,77.0,3.4,20.7,91.0,56.4,83.3,13.1,06,061,Placer
06061021109,5455.0,41.2,9.8,76.3,2.7,432.0,49.2,82.6,546900.0,7.0,0.0,20.0,5.8,2.26,1481.0,113438.0,24.5,79.8,6.1,36.1,84.0,48.5,88.4,10.0,06,061,Placer
06061022002,7371.0,46.0,9.7,82.8,2.9,0.0,50.8,81.2,316400.0,5.4,8.7,31.0,0.9,2.46,1331.0,56307.0,30.5,82.3,14.3,28.3,82.2,21.4,96.1,1.6,06,061,Placer
06061020104,979.0,48.6,7.2,88.5,2.3,0.0,54.1,57.7,482000.0,5.3,1.9,35.9,8.4,1.45,1096.0,70392.0,25.0,62.2,21.0,39.6,87.0,38.0,94.4,9.5,06,061,Placer
06061020107,2626.0,32.1,39.9,57.9,0.0,16.0,54.8,70.1,359500.0,4.5,6.5,54.4,7.6,2.73,1151.0,43793.0,18.6,73.0,12.3,18.7,83.8,25.8,59.0,32.4,06,061,Placer
06061020602,8254.0,44.6,7.9,81.1,1.7,436.0,50.5,90.9,656800.0,6.6,8.2,11.9,10.5,2.9,1493.0,103258.0,25.4,85.7,9.2,30.3,93.7,41.6,90.6,7.6,06,061,Placer
06061020604,6405.0,41.5,8.8,78.2,0.9,306.0,51.2,84.3,717900.0,7.0,1.7,18.4,0.0,2.94,1709.0,123409.0,25.2,77.4,3.1,16.4,81.7,48.0,92.3,7.6,06,061,Placer
06061020300,4579.0,42.4,15.8,76.9,0.0,12.0,49.6,43.0,224500.0,4.3,9.2,66.7,3.5,2.0,1092.0,47193.0,16.2,78.2,17.8,28.8,82.3,21.7,89.1,6.7,06,061,Placer
06061021103,3618.0,38.5,10.7,82.8,0.5,80.0,48.8,77.8,325100.0,5.5,6.2,37.3,8.0,2.4,1150.0,54556.0,21.7,79.9,15.1,20.2,88.1,25.0,91.9,6.4,06,061,Placer
06061021902,4774.0,51.7,6.2,91.8,0.6,44.0,48.6,96.8,403500.0,6.1,4.6,6.7,0.0,2.02,1145.0,78281.0,37.7,77.7,5.7,20.2,92.1,35.8,97.6,3.4,06,061,Placer
06061021304,5552.0,41.3,13.7,80.2,0.8,119.0,51.9,86.1,407700.0,6.4,2.9,20.0,0.0,3.02,1680.0,75444.0,38.4,79.3,12.3,23.1,89.1,23.2,90.0,6.0,06,061,Placer
06061020106,1488.0,33.7,28.0,72.0,0.0,0.0,56.3,67.2,579800.0,4.9,3.1,35.9,15.5,2.63,1167.0,57262.0,21.5,79.0,8.2,0.0,93.7,43.5,74.1,21.6,06,061,Placer
06061020901,2396.0,32.7,36.8,56.1,0.8,0.0,50.5,79.8,228400.0,4.7,26.5,65.0,7.0,2.39,1030.0,41429.0,26.2,72.5,24.1,24.7,76.5,16.6,73.1,12.4,06,061,Placer
06061021044,6416.0,38.3,9.5,69.9,1.8,656.0,49.0,86.4,423300.0,6.7,2.0,20.1,0.0,2.96,1572.0,114981.0,26.6,80.1,3.7,26.6,88.7,47.9,87.7,8.4,06,061,Placer
06061021035,7917.0,36.6,10.5,70.6,2.2,1114.0,45.2,87.2,365000.0,6.4,0.0,23.4,0.0,3.49,1877.0,102778.0,30.4,78.4,7.0,32.5,89.4,42.2,84.5,10.0,06,061,Placer
06061021034,4550.0,33.2,12.2,66.5,0.2,653.0,50.3,96.4,398600.0,7.1,0.0,22.3,0.0,3.33,1934.0,108247.0,29.8,84.0,4.2,24.8,88.2,48.5,80.2,15.4,06,061,Placer
06061021046,4438.0,39.6,15.1,72.2,1.6,226.0,48.7,38.7,310500.0,4.7,0.6,54.0,11.2,1.98,1249.0,59444.0,24.9,78.6,10.9,14.3,85.0,29.3,83.1,13.7,06,061,Placer
06061020908,7286.0,36.2,34.9,55.4,0.8,402.0,50.7,73.0,274100.0,5.2,7.1,47.3,6.0,3.03,1407.0,63036.0,20.0,78.2,13.7,27.1,78.5,21.9,74.6,18.5,06,061,Placer
06061021038,7537.0,32.3,16.3,72.5,0.0,430.0,49.7,84.7,360000.0,6.5,0.0,22.4,18.0,3.74,1512.0,99807.0,28.4,78.2,9.7,30.8,85.2,38.0,87.6,10.6,06,061,Placer
06061021040,3172.0,77.0,4.0,88.7,0.0,138.0,40.4,95.3,386000.0,5.3,0.0,15.1,0.0,1.3,1409.0,48085.0,22.7,74.5,12.5,,90.1,26.6,90.5,11.5,06,061,Placer
06061021322,15532.0,36.7,12.6,62.4,2.1,2842.0,45.6,84.6,427800.0,6.4,1.1,22.2,3.6,2.92,1031.0,104583.0,28.8,77.8,8.2,19.6,84.8,39.3,74.1,20.7,06,061,Placer
06061021403,7633.0,32.2,46.1,42.1,0.8,305.0,50.0,59.7,230000.0,4.8,5.8,50.5,2.6,3.25,969.0,51288.0,26.4,81.5,11.9,9.9,90.0,13.4,53.7,25.1,06,061,Placer
06061021603,4602.0,42.8,30.2,66.2,0.2,68.0,43.0,29.0,343900.0,4.3,0.0,59.7,1.3,2.51,1012.0,37756.0,26.3,77.4,21.2,21.7,76.9,18.0,75.8,14.0,06,061,Placer
06061021130,2493.0,32.1,21.0,69.6,0.0,199.0,49.3,28.2,441800.0,3.9,0.0,75.9,5.3,1.84,1331.0,62470.0,21.5,86.2,11.5,38.5,63.0,38.4,80.3,11.0,06,061,Placer
06061021309,12093.0,34.8,12.8,65.0,2.3,1777.0,49.9,78.2,486500.0,7.2,0.0,24.6,0.0,2.55,1902.0,116648.0,29.7,79.7,4.3,27.5,85.2,53.4,84.4,11.5,06,061,Placer
06061021131,5678.0,33.5,10.0,71.1,3.6,363.0,46.9,56.1,374500.0,5.6,2.0,53.3,8.8,2.48,1552.0,89564.0,25.4,86.3,6.1,33.4,84.0,34.1,84.0,8.9,06,061,Placer
06061021039,1642.0,75.7,5.2,89.8,1.8,37.0,44.6,95.6,408100.0,5.2,1.6,10.9,26.8,2.12,1839.0,61152.0,32.0,71.2,3.3,100.0,90.0,45.9,92.3,8.8,06,061,Placer
06061021129,3327.0,33.6,17.3,69.1,0.7,148.0,49.8,35.7,282400.0,4.8,0.0,65.4,5.2,2.5,1278.0,71458.0,26.5,84.0,13.5,28.1,79.6,27.3,88.3,8.4,06,061,Placer
06061020714,4151.0,46.7,9.9,76.5,3.4,331.0,50.4,89.1,406300.0,6.9,2.4,25.4,0.0,2.95,1429.0,88523.0,25.4,81.4,8.3,30.5,88.0,35.0,88.2,9.8,06,061,Placer
06061020715,2976.0,40.7,16.7,74.1,0.0,127.0,49.5,83.6,317600.0,6.1,0.0,26.6,0.0,2.76,1210.0,69821.0,26.6,79.9,10.7,40.2,90.8,37.7,87.1,8.1,06,061,Placer
06061020713,3175.0,46.2,19.1,68.1,2.8,256.0,44.8,45.8,319300.0,4.7,0.0,52.2,14.6,2.04,1085.0,48250.0,26.0,79.6,19.4,29.7,79.3,26.6,91.2,8.5,06,061,Placer
06061020805,3979.0,39.0,21.6,69.5,4.2,85.0,47.3,56.6,280800.0,5.3,0.8,43.9,10.9,2.47,1351.0,61442.0,24.2,82.7,9.8,43.4,84.4,29.4,90.6,6.3,06,061,Placer
06061020712,3913.0,35.3,26.2,68.7,1.2,115.0,47.4,59.9,326300.0,5.1,0.3,46.8,4.9,2.55,1169.0,58868.0,24.4,68.8,13.6,18.1,80.7,19.9,76.9,14.6,06,061,Placer
06061020711,4094.0,41.5,13.1,77.8,0.6,266.0,47.9,32.7,449100.0,4.3,1.7,70.3,7.6,2.04,1404.0,62853.0,26.2,82.9,7.6,26.8,81.4,46.3,90.4,6.6,06,061,Placer
06061020806,3779.0,38.4,25.2,69.1,2.0,68.0,50.2,61.8,287600.0,4.8,11.0,45.2,0.0,1.99,1068.0,52134.0,20.4,81.1,19.9,22.6,83.1,19.4,83.3,10.0,06,061,Placer
06061020717,3474.0,34.0,10.4,73.3,1.9,349.0,52.9,67.1,508600.0,5.4,0.7,40.1,9.5,1.95,1625.0,94500.0,23.2,74.9,6.2,32.1,84.6,46.6,76.1,16.6,06,061,Placer
06061021604,4166.0,51.9,9.5,84.6,1.7,81.0,57.1,98.0,505900.0,6.6,6.5,9.4,0.0,4.06,2157.0,99943.0,35.9,78.1,12.8,36.7,86.4,30.4,96.3,3.0,06,061,Placer
06061021123,7337.0,46.6,6.1,82.7,1.0,376.0,44.3,99.1,462300.0,7.1,0.7,10.8,0.0,3.94,2338.0,113421.0,25.4,74.3,1.6,17.8,91.7,51.2,87.0,10.0,06,061,Placer
06061021204,2592.0,52.6,11.8,85.1,0.0,0.0,44.2,94.5,540300.0,6.6,7.7,12.1,12.9,2.65,1464.0,79688.0,31.4,73.5,8.8,25.7,90.7,34.7,91.2,4.0,06,061,Placer
06061020501,2972.0,52.1,6.3,85.5,0.5,72.0,51.3,91.3,487300.0,6.2,12.3,18.3,0.0,2.33,1268.0,77250.0,27.0,82.4,3.5,21.6,89.6,39.7,95.7,3.5,06,061,Placer
06061020502,4475.0,52.2,3.7,88.5,0.7,205.0,46.6,81.5,484600.0,6.3,3.3,8.9,5.4,3.49,1732.0,87276.0,29.7,79.8,7.6,29.6,91.4,37.1,93.4,6.5,06,061,Placer
06061020402,3667.0,52.6,5.8,91.6,0.0,35.0,50.2,83.8,433200.0,6.3,6.7,25.7,8.8,2.83,1369.0,79231.0,30.1,78.6,6.2,28.7,90.1,45.6,92.6,4.8,06,061,Placer
06061022013,2397.0,50.8,4.6,90.7,0.0,44.0,49.7,93.4,320600.0,5.2,12.8,21.4,5.7,2.22,1287.0,61250.0,38.4,72.7,14.0,17.8,93.0,27.0,90.9,4.6,06,061,Placer
06061022011,1576.0,47.0,3.6,93.5,0.0,26.0,55.7,71.6,881100.0,5.8,1.0,32.7,27.2,2.34,1648.0,97857.0,18.6,86.0,5.8,11.1,90.5,54.8,93.0,4.4,06,061,Placer
06061022014,1101.0,47.2,5.1,93.7,0.0,0.0,60.0,74.1,877500.0,5.2,3.9,29.7,13.2,1.74,988.0,70268.0,29.8,62.4,6.2,42.3,92.1,56.5,92.3,4.7,06,061,Placer
06063000501,2274.0,49.5,7.3,83.4,0.0,1.0,56.6,85.2,169200.0,5.2,8.9,38.2,1.8,2.0,805.0,42368.0,14.8,71.0,8.9,24.9,81.4,16.6,90.4,7.3,06,063,Plumas
06063000502,1833.0,63.0,5.0,87.3,0.0,17.0,51.3,87.6,329900.0,5.6,0.7,11.3,0.0,3.29,1063.0,65000.0,27.5,72.3,9.3,15.7,88.4,33.4,96.2,2.2,06,063,Plumas
06063000100,5503.0,46.3,8.6,81.6,2.6,31.0,49.3,70.3,235900.0,5.3,10.4,36.1,3.4,2.5,884.0,47843.0,15.8,87.5,17.2,39.2,82.4,19.0,92.3,2.4,06,063,Plumas
06063000400,2679.0,51.3,8.8,78.8,0.0,0.0,51.4,84.7,200400.0,5.0,16.5,20.8,5.3,2.9,832.0,39054.0,34.3,79.1,13.3,8.3,93.9,15.6,94.5,1.9,06,063,Plumas
06063000201,1423.0,62.5,4.6,89.0,0.0,36.0,50.2,80.6,322800.0,5.5,3.4,17.7,22.8,1.69,891.0,64146.0,37.4,72.0,6.4,39.7,92.3,34.4,94.7,4.3,06,063,Plumas
06063000202,888.0,57.7,7.2,89.8,1.1,17.0,46.4,84.9,225200.0,4.5,6.2,21.4,14.3,1.96,956.0,54185.0,15.4,68.1,3.7,56.4,85.8,29.5,86.5,2.9,06,063,Plumas
06063000300,4124.0,45.0,12.2,84.4,0.1,46.0,48.1,78.5,202600.0,5.1,10.7,29.3,9.5,2.36,700.0,46746.0,24.2,76.4,16.7,29.4,80.2,23.1,87.4,4.0,06,063,Plumas
06065040609,12904.0,32.5,30.6,20.5,7.8,4488.0,47.7,98.6,531700.0,7.7,0.0,14.5,5.7,4.15,2284.0,121238.0,41.6,75.6,5.9,22.1,90.6,48.2,51.7,30.7,06,065,Riverside
06065040405,5950.0,33.4,44.8,44.9,4.7,137.0,47.9,85.6,365700.0,6.3,2.5,21.8,16.8,2.97,1976.0,89000.0,33.1,78.3,2.5,21.0,85.6,20.0,71.4,14.6,06,065,Riverside
06065031602,6280.0,30.6,70.8,21.4,3.4,133.0,51.2,52.3,240500.0,4.7,10.3,60.4,0.0,3.94,1148.0,48926.0,26.5,74.1,20.5,22.3,81.1,11.9,42.2,30.4,06,065,Riverside
06065050900,5024.0,29.6,32.7,43.8,8.4,510.0,47.5,52.4,345800.0,4.8,0.0,62.4,2.3,2.74,1641.0,73536.0,29.8,84.8,11.8,54.6,71.0,40.4,74.0,14.7,06,065,Riverside
06065049000,10159.0,29.8,52.2,22.3,18.6,514.0,45.6,84.5,333500.0,6.9,0.0,24.1,7.3,4.06,1799.0,91445.0,37.4,76.0,4.9,30.4,91.5,20.6,50.9,23.3,06,065,Riverside
06065042618,9094.0,27.4,81.3,9.3,6.3,235.0,52.3,90.4,209200.0,5.3,0.3,33.3,2.7,5.12,1426.0,51917.0,36.6,82.4,16.0,20.1,84.5,6.0,28.2,35.6,06,065,Riverside
06065042617,11053.0,26.2,81.6,5.9,9.0,304.0,50.8,78.8,215300.0,5.1,0.0,42.4,3.5,4.23,1229.0,44250.0,34.1,73.4,26.6,23.7,93.2,5.0,29.7,29.9,06,065,Riverside
06065045125,3223.0,65.1,15.1,83.5,0.7,9.0,46.3,63.5,771900.0,5.4,0.0,12.9,51.0,3.18,1688.0,102422.0,31.8,69.0,7.0,32.8,82.9,53.1,87.4,7.2,06,065,Riverside
06065047202,1799.0,53.9,40.0,58.4,0.0,21.0,50.0,24.0,108800.0,3.9,0.4,22.4,17.5,2.12,560.0,36771.0,35.1,75.5,22.9,37.8,88.7,18.5,70.3,24.5,06,065,Riverside
06065047201,1911.0,65.1,40.2,59.3,0.0,0.0,52.4,0.9,22600.0,3.4,0.0,27.2,18.5,2.9,545.0,22938.0,23.4,71.8,34.3,4.4,76.9,12.7,56.9,29.4,06,065,Riverside
06065046900,1571.0,45.1,59.8,36.8,2.4,0.0,47.0,40.1,74600.0,4.1,0.0,22.0,23.1,2.7,1250.0,41923.0,21.7,73.8,21.8,15.0,92.4,11.7,56.6,27.3,06,065,Riverside
06065046601,3526.0,40.1,34.6,28.9,20.8,70.0,89.3,61.3,558000.0,6.6,0.0,45.8,0.0,2.18,393.0,96250.0,37.1,70.7,5.8,52.1,56.5,5.2,72.1,12.1,06,065,Riverside
06065045609,5222.0,34.4,97.4,2.2,0.4,0.0,54.4,55.3,165000.0,4.6,4.0,39.2,3.6,3.65,627.0,28398.0,21.7,73.8,34.8,9.8,86.2,2.9,13.7,38.6,06,065,Riverside
06065045608,2904.0,65.8,3.2,89.9,2.5,108.0,50.3,76.2,814600.0,5.4,0.0,8.7,42.8,2.26,1908.0,141750.0,34.7,57.0,3.8,32.2,88.7,54.1,95.9,10.6,06,065,Riverside
06065043248,4936.0,33.9,27.0,52.0,1.4,640.0,50.5,99.4,454700.0,7.5,0.0,24.5,0.0,4.16,2515.0,96250.0,42.6,75.5,7.8,25.3,75.4,37.6,76.2,20.5,06,065,Riverside
06065043247,11413.0,30.4,29.5,46.4,8.1,1319.0,52.0,96.3,407500.0,7.2,0.0,22.2,0.0,4.32,1905.0,102046.0,38.9,82.9,4.9,25.7,78.1,31.7,77.5,11.4,06,065,Riverside
06065043246,5706.0,39.7,21.0,63.0,3.0,432.0,49.5,93.8,485400.0,7.5,0.0,22.6,0.0,3.62,2246.0,102545.0,36.4,77.8,6.1,23.3,87.5,42.5,87.6,13.2,06,065,Riverside
06065043244,8862.0,33.7,22.2,55.7,7.1,423.0,49.0,85.3,402000.0,6.7,0.5,26.3,4.9,3.45,1778.0,86884.0,37.2,82.8,6.9,28.7,86.9,32.6,85.5,10.1,06,065,Riverside
06065043242,9659.0,34.9,28.3,47.6,3.5,1117.0,51.7,91.7,362100.0,7.2,1.0,15.3,0.0,3.84,1784.0,101725.0,50.5,72.2,6.7,25.3,79.3,29.2,69.8,15.3,06,065,Riverside
06065043240,11051.0,31.5,31.3,45.9,8.0,1132.0,52.7,85.8,369900.0,7.2,2.1,28.5,0.0,3.23,1805.0,103095.0,42.4,81.8,10.0,24.7,84.2,35.0,73.5,15.2,06,065,Riverside
06065043229,5198.0,56.1,17.8,73.5,2.8,235.0,44.6,97.5,333000.0,5.8,0.0,19.7,0.0,2.76,1821.0,53723.0,35.8,78.9,4.2,20.0,82.0,33.6,80.7,13.1,06,065,Riverside
06065043274,2728.0,31.8,40.6,46.8,1.2,53.0,46.3,91.8,298400.0,6.2,2.4,18.4,0.0,3.57,1500.0,81894.0,39.6,71.5,11.7,18.0,88.4,24.0,67.5,16.2,06,065,Riverside
06065980004,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,06,065,Riverside
06065940500,2049.0,63.9,7.0,87.1,0.9,52.0,60.8,54.0,824300.0,4.9,2.7,26.3,14.1,1.64,1201.0,76484.0,23.0,67.1,6.8,31.1,81.9,52.7,87.3,12.5,06,065,Riverside
