GEOID10,total_pop,median_age,pct_hispanic,pct_white,pct_black,pct_asian,pct_male,pct_single_family_home,med_home_value,med_rooms_per_home,pct_built_before_1940,pct_renting,rental_vacancy_rate,avg_renter_household_size,med_gross_rent,med_household_income,mean_commute_time,pct_commute_drive_alone,pct_below_poverty,pct_college_grad_student,pct_same_residence_year_ago,pct_bachelors_degree,pct_english_only,pct_foreign_born,state,county,county_name
06001437701,3745.0,29.4,59.6,11.7,9.9,303.0,49.7,19.2,310700.0,4.0,6.8,76.5,2.1,3.51,1304.0,58197.0,30.5,64.3,11.9,15.7,93.8,11.5,35.5,38.6,06,001,Alameda
06001437102,4586.0,36.6,34.2,10.1,8.5,1813.0,45.8,28.0,384400.0,4.8,2.0,52.1,0.0,2.93,1530.0,72168.0,27.0,78.1,10.4,45.5,91.2,22.0,32.9,48.8,06,001,Alameda
06001437101,7186.0,40.2,20.6,13.9,5.9,3623.0,49.4,76.1,582400.0,5.9,0.4,16.8,6.9,3.93,2031.0,109435.0,31.4,75.6,3.1,34.5,90.0,40.0,46.1,42.3,06,001,Alameda
06001450752,5854.0,38.4,8.0,22.7,4.3,3514.0,51.2,80.5,1008600.0,7.8,0.6,14.0,10.2,3.19,2871.0,195250.0,46.5,60.1,1.4,15.9,94.5,65.7,44.2,44.5,06,001,Alameda
06001450751,8963.0,36.7,4.8,22.4,1.2,6020.0,48.7,77.4,922500.0,6.6,0.5,11.8,0.0,2.87,2768.0,194417.0,46.5,59.3,2.7,10.9,78.8,78.4,35.8,50.1,06,001,Alameda
06001450750,4844.0,36.5,13.6,36.1,4.1,1959.0,48.0,5.9,533400.0,4.2,0.0,55.3,0.0,2.22,2132.0,107306.0,39.8,73.6,6.0,26.7,69.4,65.2,51.1,40.6,06,001,Alameda
06001450744,5930.0,42.5,10.5,57.1,1.7,1651.0,45.9,72.7,838000.0,6.7,2.2,33.6,6.6,3.21,2162.0,137566.0,37.2,70.2,2.5,18.7,87.8,57.3,74.3,20.6,06,001,Alameda
06001450502,5564.0,40.3,7.9,55.2,2.4,1534.0,51.3,82.2,899000.0,7.5,1.0,13.4,0.0,2.86,2392.0,158242.0,38.7,67.5,2.0,24.1,85.7,65.5,71.7,20.9,06,001,Alameda
06001450501,3341.0,42.3,8.1,61.7,2.3,787.0,50.6,59.0,637700.0,6.0,0.7,26.5,0.0,2.86,2307.0,126850.0,34.3,71.3,5.2,16.5,84.2,62.0,77.1,21.9,06,001,Alameda
06001444602,4429.0,36.1,10.1,20.1,6.4,2565.0,50.8,26.4,491400.0,4.3,0.6,30.1,10.7,2.96,1926.0,104759.0,31.9,70.6,2.5,32.8,92.5,56.6,41.0,52.0,06,001,Alameda
06001444301,4164.0,35.6,30.3,32.9,5.2,1076.0,53.7,83.2,660000.0,5.9,0.0,28.8,0.0,4.5,2161.0,106103.0,30.8,76.7,8.8,28.7,88.1,34.5,57.9,29.1,06,001,Alameda
06001442302,5988.0,37.7,12.1,20.1,9.4,3213.0,44.9,16.1,618300.0,3.6,1.3,66.9,3.6,2.62,1554.0,80233.0,27.4,73.4,8.2,31.6,88.1,47.5,40.8,48.3,06,001,Alameda
06001410500,2209.0,29.3,6.6,6.8,65.2,340.0,43.6,11.4,631900.0,4.2,25.9,87.3,3.6,2.36,599.0,25536.0,28.5,46.6,41.7,31.7,87.3,21.3,77.4,18.2,06,001,Alameda
06001405902,3101.0,32.0,25.4,8.8,13.7,1480.0,50.3,39.6,407600.0,4.3,43.9,74.6,0.0,3.26,1053.0,36000.0,28.4,57.7,30.0,36.2,89.0,18.6,27.0,52.3,06,001,Alameda
06001451704,4668.0,41.1,13.8,76.3,1.4,243.0,50.8,80.7,694300.0,6.3,1.8,33.1,0.0,2.63,1757.0,107321.0,30.5,81.2,4.5,25.2,88.2,47.7,81.0,14.1,06,001,Alameda
06001451506,3482.0,33.1,46.2,40.0,1.4,265.0,47.2,53.4,597300.0,5.1,3.7,56.2,4.8,3.5,1703.0,78013.0,27.7,76.2,7.5,18.7,83.0,30.6,55.5,29.1,06,001,Alameda
06001983200,573.0,37.9,9.6,51.0,5.8,170.0,52.0,1.4,588200.0,3.3,13.8,5.0,0.0,1.88,2500.0,159044.0,36.0,33.4,7.5,50.0,75.2,75.4,78.2,23.0,06,001,Alameda
06001982000,66.0,43.5,10.6,56.1,27.3,4.0,51.5,54.3,388900.0,4.6,22.9,8.6,0.0,3.67,,124063.0,25.7,40.4,18.2,28.6,89.4,66.1,89.4,10.6,06,001,Alameda
06001451505,3434.0,46.5,15.1,78.0,0.0,186.0,51.6,96.4,738100.0,7.0,2.0,13.0,0.0,4.1,2856.0,153194.0,28.6,74.4,1.1,32.0,91.2,43.5,90.9,10.7,06,001,Alameda
06001451504,1742.0,42.5,20.4,63.9,2.4,148.0,44.7,58.2,601300.0,5.8,0.0,33.5,4.5,2.83,2383.0,114671.0,29.9,87.2,3.7,15.3,82.7,44.6,80.8,17.8,06,001,Alameda
06001450746,3616.0,43.5,8.5,66.8,0.3,738.0,45.5,68.9,741300.0,5.4,1.7,23.6,0.0,2.27,1649.0,117292.0,33.4,76.0,2.0,15.2,91.0,52.7,74.2,20.5,06,001,Alameda
06001444601,5478.0,42.7,26.7,33.6,4.7,1649.0,51.6,87.1,654000.0,5.9,0.9,14.3,0.0,3.47,2650.0,114318.0,28.8,76.3,3.9,21.4,91.2,28.1,50.9,29.5,06,001,Alameda
06001443321,3428.0,36.2,12.4,9.2,1.3,2557.0,45.0,13.1,578600.0,3.7,0.4,58.4,7.2,2.94,1803.0,123531.0,26.7,82.7,5.2,24.3,87.0,63.7,23.3,57.2,06,001,Alameda
06001443105,4493.0,44.5,0.0,13.0,1.4,3665.0,49.9,77.5,1153300.0,6.8,2.1,7.4,25.0,3.13,3117.0,160250.0,34.7,78.2,2.0,20.7,96.5,74.6,32.4,60.1,06,001,Alameda
06001443104,5535.0,39.9,3.6,17.2,0.7,4155.0,50.8,70.5,1145500.0,5.6,4.3,34.9,1.1,3.08,1974.0,139139.0,32.8,73.6,4.3,14.0,85.2,69.9,28.7,51.6,06,001,Alameda
06001442602,4947.0,35.4,28.6,33.1,5.7,1538.0,51.6,60.4,867100.0,5.0,2.8,40.5,7.0,3.47,1655.0,103056.0,32.8,70.8,8.0,21.8,95.1,42.0,46.1,34.0,06,001,Alameda
06001441524,4432.0,36.3,4.4,9.6,1.8,3644.0,49.3,49.8,810800.0,4.7,0.0,39.4,0.0,3.06,2323.0,146250.0,43.4,66.4,1.8,13.2,81.7,75.2,29.1,59.8,06,001,Alameda
06001440333,3073.0,40.6,5.2,15.1,6.9,2007.0,49.1,87.7,756700.0,6.2,1.3,15.8,14.5,4.26,2347.0,127292.0,33.9,72.9,3.9,31.8,92.7,45.4,35.0,49.6,06,001,Alameda
06001433104,3839.0,38.3,30.5,31.5,15.4,548.0,48.5,18.7,355100.0,3.7,8.6,72.2,0.0,1.93,1527.0,48646.0,33.8,64.0,17.3,34.1,84.3,37.3,64.1,28.7,06,001,Alameda
06001425104,3421.0,37.3,13.7,41.3,24.8,573.0,43.7,11.0,448900.0,3.0,17.1,66.3,0.0,1.76,1453.0,65847.0,31.7,52.4,13.2,70.5,79.0,59.6,68.0,22.7,06,001,Alameda
06001438203,4295.0,42.8,23.4,18.4,4.6,2142.0,47.0,56.4,409600.0,5.2,3.7,25.7,5.5,3.55,1241.0,69745.0,29.4,74.4,5.1,43.5,95.3,17.7,36.6,49.3,06,001,Alameda
06001435400,4360.0,33.3,38.1,21.1,18.9,591.0,48.0,27.9,447100.0,3.9,19.8,71.7,12.2,2.4,1395.0,55649.0,32.9,61.3,13.9,33.0,76.0,34.4,58.1,28.5,06,001,Alameda
06001436000,4486.0,38.4,37.4,34.4,0.6,1025.0,47.8,95.2,474400.0,5.7,5.9,24.4,0.0,3.54,1724.0,87872.0,39.5,75.0,7.0,24.9,89.5,28.1,56.1,30.0,06,001,Alameda
06001436601,6915.0,31.6,52.4,11.5,10.6,1211.0,50.3,62.2,388700.0,4.4,8.1,58.1,1.8,3.44,1479.0,71250.0,33.3,64.6,9.1,19.4,90.2,16.5,32.2,40.4,06,001,Alameda
06001437200,7864.0,36.7,28.4,17.9,5.6,3305.0,51.8,53.7,509600.0,5.4,1.6,37.9,0.0,3.31,1789.0,85052.0,35.0,72.6,8.3,36.0,91.3,30.8,51.6,36.7,06,001,Alameda
06001440305,4105.0,41.8,14.8,15.9,6.8,2285.0,49.5,95.9,677900.0,6.0,0.0,13.4,9.0,5.11,2373.0,117105.0,32.5,75.5,7.2,40.9,94.6,33.3,46.3,40.6,06,001,Alameda
06001438400,2416.0,41.5,30.6,20.2,5.2,976.0,50.4,75.5,451100.0,5.5,1.0,12.1,0.0,3.38,,79671.0,29.4,79.2,4.4,34.7,88.0,19.7,36.0,41.8,06,001,Alameda
06001440306,4222.0,37.5,8.0,10.2,9.4,2805.0,49.6,30.8,469100.0,5.2,0.3,39.7,0.0,4.51,2071.0,81174.0,33.5,65.8,13.6,32.0,92.4,28.7,27.6,54.4,06,001,Alameda
06001440332,3612.0,41.1,3.4,9.0,0.8,2878.0,51.5,98.0,860500.0,7.1,0.0,10.3,0.0,4.67,3209.0,162986.0,35.0,74.1,2.0,31.6,94.0,55.0,31.9,54.5,06,001,Alameda
06001441521,6282.0,39.1,6.6,17.1,1.3,4395.0,49.3,79.4,795000.0,6.0,0.4,20.9,7.0,4.81,2593.0,139219.0,36.9,69.9,3.9,20.8,91.7,55.4,28.8,51.8,06,001,Alameda
06001442900,7909.0,39.1,19.2,28.1,3.4,3277.0,49.0,82.0,657800.0,5.6,1.0,26.8,5.5,3.62,2041.0,107824.0,30.6,78.4,1.4,18.3,92.2,43.0,46.6,41.8,06,001,Alameda
06001443002,6822.0,39.6,19.6,22.0,1.1,3746.0,48.3,64.5,682700.0,5.1,0.8,30.1,0.0,3.91,2090.0,92455.0,27.6,78.4,3.2,21.1,91.5,32.0,33.4,45.8,06,001,Alameda
06001443103,4003.0,47.4,1.5,8.8,2.1,3375.0,48.8,86.2,1635400.0,7.9,0.0,7.9,5.8,4.1,2932.0,224931.0,31.6,86.8,3.4,35.1,95.6,81.7,27.4,59.0,06,001,Alameda
06001450400,6097.0,38.9,8.8,69.0,1.7,1055.0,53.5,83.7,610100.0,6.0,1.4,21.3,6.2,3.24,2143.0,96050.0,31.4,82.9,3.6,20.9,89.6,44.2,78.7,22.5,06,001,Alameda
06001450603,5318.0,38.3,10.7,58.3,1.1,1440.0,51.7,97.8,740500.0,6.6,1.7,17.2,0.0,3.3,2698.0,133711.0,32.3,78.3,1.3,23.6,92.3,47.6,68.3,20.9,06,001,Alameda
06001450606,6209.0,45.1,6.9,61.0,0.6,1368.0,49.3,92.4,958400.0,7.2,0.6,13.7,0.0,2.6,2133.0,176563.0,32.9,69.8,1.3,18.8,92.4,65.1,72.6,24.1,06,001,Alameda
06001451102,4163.0,47.9,7.5,78.5,0.3,384.0,49.7,98.4,1065000.0,8.3,3.3,1.9,0.0,5.3,,179397.0,33.1,81.9,4.3,25.5,91.3,63.5,88.5,11.4,06,001,Alameda
06001451202,4685.0,37.9,19.3,60.8,1.0,750.0,50.7,79.2,594000.0,5.8,3.5,7.1,0.0,3.03,2008.0,127500.0,33.2,78.9,1.6,32.9,90.7,41.3,77.7,14.5,06,001,Alameda
06001422700,5207.0,21.1,15.7,47.5,2.7,1516.0,48.8,11.9,,3.3,31.0,88.4,0.9,2.67,1533.0,30078.0,20.9,16.9,50.0,96.5,41.1,60.7,62.3,22.8,06,001,Alameda
06001422400,4187.0,26.7,8.4,53.2,1.7,1347.0,53.9,12.4,901900.0,3.3,35.6,84.8,0.0,1.96,1591.0,58421.0,25.7,18.5,27.0,93.6,67.1,84.2,56.1,35.4,06,001,Alameda
06001422500,4136.0,25.4,9.9,51.1,2.5,1176.0,48.6,13.2,858100.0,3.5,43.7,82.4,5.2,2.1,1553.0,63125.0,23.6,17.2,29.1,91.4,57.3,79.3,63.0,27.3,06,001,Alameda
06001422600,1421.0,21.4,13.4,38.1,2.9,586.0,43.4,100.0,2000001.0,10.0,52.0,0.0,,,,250001.0,19.3,4.1,0.0,97.5,25.8,94.8,40.0,49.6,06,001,Alameda
06001423100,4319.0,39.2,11.4,48.3,14.6,769.0,46.8,46.3,691100.0,4.0,43.7,63.9,2.2,1.94,1392.0,67786.0,29.4,41.2,16.3,56.1,78.0,64.3,71.4,23.3,06,001,Alameda
06001426100,6339.0,47.3,3.2,73.8,1.4,1128.0,49.6,97.7,2000001.0,8.1,58.9,8.6,0.0,3.32,2873.0,211327.0,29.9,61.5,5.9,20.6,90.4,86.1,87.4,10.8,06,001,Alameda
06001427300,5169.0,41.1,9.6,40.6,6.7,1978.0,49.8,50.1,683800.0,4.8,48.9,45.8,0.0,2.89,1871.0,95694.0,33.8,56.3,10.7,34.0,90.0,52.5,54.9,35.0,06,001,Alameda
06001427600,5680.0,31.2,12.5,23.2,21.8,1884.0,51.6,12.5,443800.0,4.2,12.8,85.0,0.9,3.07,1731.0,53873.0,31.3,61.1,26.9,47.3,79.3,36.9,48.0,38.9,06,001,Alameda
06001427900,4951.0,42.4,12.5,49.1,5.9,1357.0,49.5,25.5,846100.0,4.3,59.3,65.2,4.3,2.12,1607.0,93071.0,31.0,56.3,3.7,36.3,88.5,49.8,72.6,24.4,06,001,Alameda
06001428302,7472.0,46.4,8.0,40.4,4.0,3149.0,47.7,83.0,889300.0,6.5,1.1,23.7,0.0,3.01,2019.0,133916.0,34.8,66.3,1.9,25.3,89.9,64.6,74.2,19.9,06,001,Alameda
06001428600,3412.0,42.0,6.8,40.0,10.1,1175.0,47.5,31.8,622400.0,4.1,2.3,47.0,0.0,2.18,2118.0,84091.0,32.8,55.4,7.6,26.8,78.7,52.9,64.4,33.5,06,001,Alameda
06001430800,5457.0,42.3,18.4,52.8,1.6,1153.0,50.0,66.6,602600.0,5.3,4.0,38.7,0.0,2.38,1576.0,81133.0,34.0,65.3,10.7,25.1,82.7,32.2,72.5,14.2,06,001,Alameda
06001433600,5757.0,44.3,18.4,21.1,8.5,2701.0,52.5,57.4,446400.0,4.7,5.9,52.2,0.0,2.3,1190.0,49720.0,34.4,70.5,14.4,24.5,95.3,25.0,50.7,41.4,06,001,Alameda
06001437400,3334.0,36.4,53.4,17.3,2.7,710.0,50.2,96.1,424800.0,5.3,2.2,22.3,0.0,4.08,1945.0,78456.0,27.3,79.3,3.7,26.7,92.1,17.2,39.4,34.6,06,001,Alameda
06001438201,5001.0,36.7,55.5,9.5,6.7,1175.0,54.6,56.5,240800.0,5.1,6.2,20.4,0.0,4.73,1807.0,65192.0,32.3,80.2,7.6,31.5,89.2,15.3,30.2,46.2,06,001,Alameda
06001440100,2447.0,45.6,18.6,39.1,2.5,903.0,49.9,25.6,480800.0,3.8,10.2,53.5,7.5,1.94,2201.0,78292.0,33.9,67.0,5.2,33.8,87.2,34.0,58.3,29.8,06,001,Alameda
06001441301,3184.0,37.6,8.1,21.4,3.3,2036.0,49.5,53.3,900200.0,4.5,0.0,50.2,3.3,2.39,2271.0,122850.0,38.3,74.7,4.4,19.1,75.7,68.6,37.0,46.1,06,001,Alameda
06001421800,2241.0,45.6,3.4,70.5,2.8,332.0,50.4,73.4,848100.0,5.8,77.3,33.0,0.0,2.1,1961.0,126146.0,29.3,34.9,5.1,24.6,85.1,81.1,83.8,17.9,06,001,Alameda
06001423000,4679.0,34.6,12.8,57.9,3.4,910.0,53.9,35.8,676800.0,4.1,50.9,57.3,1.2,2.16,2022.0,69125.0,28.6,27.3,16.5,46.6,72.0,71.9,74.9,19.9,06,001,Alameda
06001428100,4866.0,41.4,13.4,56.5,3.9,1042.0,52.4,55.7,837800.0,5.2,63.6,46.2,0.0,1.97,1430.0,95305.0,33.7,56.2,6.3,25.6,88.8,49.2,73.5,19.8,06,001,Alameda
06001428400,4516.0,37.6,14.4,42.2,9.4,1286.0,43.1,19.2,642900.0,4.0,43.2,75.4,4.1,2.18,1488.0,77266.0,40.2,57.3,13.0,41.8,82.5,52.2,62.7,27.2,06,001,Alameda
06001430200,6690.0,48.3,9.9,63.3,2.4,1258.0,46.5,96.0,698700.0,6.4,5.5,5.1,0.0,2.83,2447.0,115963.0,37.0,70.4,0.8,30.3,96.5,48.9,78.5,20.0,06,001,Alameda
06001432200,4487.0,43.6,26.9,35.3,19.7,534.0,45.5,57.5,634000.0,4.9,49.8,56.0,1.7,2.41,1460.0,66229.0,32.0,71.8,9.9,29.3,88.8,35.0,61.7,22.1,06,001,Alameda
06001432400,6461.0,37.6,36.7,21.2,5.8,2183.0,50.2,64.8,421100.0,4.9,3.5,57.0,3.6,3.19,1537.0,65753.0,30.6,67.0,18.6,23.9,86.2,17.5,42.7,40.6,06,001,Alameda
06001433800,8282.0,37.5,39.0,16.0,8.4,2971.0,45.9,52.0,380600.0,4.8,11.5,55.6,0.0,2.75,1381.0,58234.0,38.1,65.6,11.3,30.6,95.1,20.1,34.7,39.8,06,001,Alameda
06001434000,5357.0,34.3,52.7,13.0,17.3,757.0,49.3,37.9,410900.0,4.1,3.6,68.2,0.0,2.85,1210.0,45638.0,36.0,73.4,28.1,14.3,94.3,15.2,44.4,35.8,06,001,Alameda
06001435102,5979.0,31.0,24.1,39.1,10.5,1195.0,44.7,71.1,644500.0,6.0,7.5,23.6,0.0,3.48,1823.0,110710.0,31.5,59.3,7.4,75.8,82.4,56.8,60.9,28.5,06,001,Alameda
06001435500,4059.0,38.9,45.8,28.1,9.7,416.0,47.3,47.6,443500.0,4.1,11.7,72.7,0.0,2.41,1403.0,53861.0,34.4,72.8,14.2,35.9,88.1,21.7,49.8,33.5,06,001,Alameda
06001438000,3877.0,33.8,37.3,29.1,1.7,1166.0,49.8,72.5,603800.0,5.9,1.2,35.9,0.0,3.6,1932.0,88250.0,35.5,72.6,7.4,24.5,95.3,30.0,45.6,33.8,06,001,Alameda
06001440307,4445.0,51.5,17.5,21.1,4.1,2366.0,46.2,39.8,246100.0,5.0,0.5,24.3,0.0,3.75,1697.0,55781.0,31.7,72.0,5.8,28.5,91.0,29.7,49.9,43.3,06,001,Alameda
06001441401,8092.0,36.6,12.6,20.4,5.1,4364.0,50.3,56.0,668300.0,5.5,0.0,35.0,0.0,3.52,1959.0,122793.0,33.8,74.7,5.6,25.0,89.5,45.0,40.6,48.8,06,001,Alameda
06001441601,5063.0,38.9,20.8,27.0,5.4,1839.0,48.8,88.1,664100.0,5.5,0.0,16.4,0.0,4.61,2209.0,111458.0,34.9,76.2,4.5,23.7,91.3,33.8,48.7,37.3,06,001,Alameda
06001442800,2928.0,42.9,14.8,36.6,2.5,1267.0,50.5,85.5,625700.0,5.8,0.5,20.8,11.0,3.81,2369.0,102788.0,30.2,70.1,8.0,38.7,88.7,38.7,50.7,39.5,06,001,Alameda
06001443102,4788.0,45.0,3.2,16.8,0.5,3643.0,48.0,95.0,1149300.0,7.0,0.0,10.9,0.0,4.11,3295.0,183750.0,29.8,78.9,2.9,21.2,93.4,76.6,34.8,50.3,06,001,Alameda
06001443200,3967.0,49.0,1.0,19.8,0.0,2831.0,48.0,98.7,1707500.0,8.1,0.0,2.3,0.0,3.0,3501.0,230804.0,29.9,84.3,2.4,29.9,87.8,82.3,32.1,54.8,06,001,Alameda
06001444100,7752.0,43.4,29.0,38.4,1.0,2111.0,48.5,93.3,674500.0,6.0,0.5,14.8,0.0,2.5,1565.0,111467.0,32.2,72.4,4.2,31.5,93.8,37.5,61.4,31.5,06,001,Alameda
06001444500,7354.0,35.0,40.1,18.4,8.3,2196.0,50.7,46.5,634500.0,4.4,2.0,59.8,0.0,3.31,1822.0,91067.0,31.3,74.6,8.6,24.2,87.2,27.5,34.3,36.1,06,001,Alameda
06001450601,3705.0,48.6,5.3,57.6,1.1,1188.0,48.2,79.0,1142300.0,6.4,11.1,15.3,2.3,2.22,1878.0,129625.0,34.1,71.6,6.2,32.3,86.2,66.4,70.7,29.5,06,001,Alameda
06001450741,5350.0,43.1,17.8,57.0,1.8,1078.0,50.4,59.7,858500.0,5.6,1.1,40.4,3.8,2.52,1881.0,128438.0,31.3,76.4,3.8,22.6,88.5,50.3,68.9,23.1,06,001,Alameda
06001451101,7522.0,44.4,15.9,62.0,1.5,1046.0,53.7,86.9,708500.0,6.6,2.3,17.2,0.0,2.9,2061.0,144476.0,37.2,72.0,4.0,21.3,91.6,41.5,71.1,22.1,06,001,Alameda
06001441923,6537.0,32.7,8.9,23.1,1.3,4143.0,51.4,5.8,527800.0,3.1,0.0,90.9,3.3,2.67,1917.0,88048.0,41.2,55.0,8.4,30.5,77.9,63.5,37.1,57.2,06,001,Alameda
06001442400,6502.0,35.9,27.2,23.6,2.1,2891.0,49.2,83.2,642200.0,5.4,0.7,30.7,0.0,3.56,2127.0,106726.0,28.8,72.2,8.4,37.5,91.9,34.4,43.2,40.8,06,001,Alameda
06001444200,6969.0,35.9,36.9,21.3,4.6,2074.0,49.3,81.7,579100.0,5.3,0.6,18.4,0.0,4.63,2270.0,96563.0,28.5,78.5,5.7,24.8,90.7,23.2,42.4,32.5,06,001,Alameda
06001450604,5489.0,44.8,8.8,65.2,0.2,1212.0,49.8,81.7,955600.0,7.1,0.0,23.3,8.0,2.8,2301.0,146573.0,29.3,76.0,4.4,22.0,89.2,66.6,75.6,22.0,06,001,Alameda
06001450701,8799.0,46.0,5.7,57.0,1.5,2816.0,54.4,90.3,1464200.0,8.2,2.2,16.1,0.0,2.12,2034.0,199063.0,37.2,74.8,5.4,20.3,90.2,70.9,67.3,26.9,06,001,Alameda
06001435800,5614.0,36.2,53.9,19.5,1.0,1261.0,51.9,92.6,455800.0,5.2,0.0,27.0,0.0,4.12,1875.0,86402.0,29.4,77.1,8.3,34.0,93.5,24.2,46.6,35.7,06,001,Alameda
06001435900,5446.0,42.4,31.1,30.9,6.3,1404.0,49.9,90.4,525300.0,5.8,0.6,24.2,7.5,3.72,1867.0,94481.0,29.7,66.2,8.7,32.0,93.4,29.9,49.1,30.6,06,001,Alameda
06001436500,4998.0,29.8,45.2,18.3,11.9,833.0,46.1,30.6,415400.0,4.0,2.3,74.0,5.3,2.74,1488.0,65337.0,34.0,66.8,23.2,59.0,78.4,31.0,41.4,41.4,06,001,Alameda
06001436700,3280.0,34.7,45.9,17.0,4.2,964.0,46.6,54.5,420100.0,4.6,9.6,46.9,0.0,3.09,1858.0,81167.0,32.8,60.5,12.9,34.7,87.5,27.2,38.6,40.7,06,001,Alameda
06001402800,4255.0,38.5,8.5,28.4,41.2,738.0,61.3,0.8,642000.0,2.3,28.1,92.2,4.5,1.61,939.0,37250.0,30.1,25.6,31.1,70.0,61.7,44.8,65.0,27.5,06,001,Alameda
06001404400,5425.0,46.1,6.3,67.6,2.5,946.0,49.4,74.4,917900.0,6.2,25.9,12.6,0.0,2.21,2549.0,163464.0,36.6,62.1,5.1,22.4,90.8,81.2,84.4,16.9,06,001,Alameda
06001400900,2394.0,36.4,12.1,42.6,32.4,147.0,49.6,47.1,586600.0,4.4,64.3,66.6,0.0,2.25,1542.0,57011.0,30.1,51.5,15.3,36.6,88.2,45.0,82.1,14.9,06,001,Alameda
06001402600,1241.0,43.7,12.2,13.1,25.8,574.0,43.9,11.1,372200.0,2.9,22.3,85.8,1.9,1.89,822.0,21250.0,39.1,36.7,44.5,49.4,83.8,28.8,43.5,48.8,06,001,Alameda
06001404200,3600.0,43.6,5.4,70.0,6.9,398.0,47.0,79.5,1103600.0,7.0,24.7,22.2,6.6,2.4,2429.0,156364.0,35.6,49.5,3.0,33.0,81.6,79.2,81.1,17.9,06,001,Alameda
06001405500,4124.0,34.7,11.5,19.7,13.5,2051.0,47.8,24.6,509300.0,3.8,45.9,78.2,1.9,2.51,1188.0,56005.0,33.4,53.0,21.6,43.3,84.8,38.0,44.3,43.5,06,001,Alameda
06001405600,3171.0,36.5,24.3,24.9,14.9,875.0,56.7,28.4,541300.0,4.3,62.1,68.4,1.2,1.96,1180.0,58138.0,33.9,56.6,10.8,28.5,89.7,51.8,59.6,25.9,06,001,Alameda
06001406000,3184.0,41.1,16.5,20.6,13.7,1377.0,45.5,9.7,434500.0,2.8,42.9,90.3,0.0,2.27,872.0,35457.0,30.3,40.5,38.4,67.5,85.0,27.4,42.1,49.4,06,001,Alameda
06001406100,4629.0,31.8,58.7,14.1,10.4,622.0,54.1,21.7,326200.0,3.9,31.5,73.0,0.0,3.18,1424.0,44298.0,23.9,57.2,24.6,26.5,83.4,29.8,29.7,47.0,06,001,Alameda
06001406500,6231.0,33.4,55.0,6.3,18.5,926.0,50.8,42.1,368900.0,4.2,40.1,71.8,1.6,2.99,1195.0,40989.0,27.7,52.5,22.3,31.5,88.4,21.4,32.9,42.0,06,001,Alameda
06001407500,4362.0,27.8,51.6,6.2,31.7,218.0,48.1,37.5,285700.0,4.2,58.2,76.7,1.3,3.15,1079.0,31516.0,34.6,67.1,35.5,27.0,91.7,11.7,43.5,34.8,06,001,Alameda
06001407900,2971.0,42.0,11.9,41.2,15.0,601.0,46.3,88.7,616700.0,5.9,36.3,20.8,0.0,2.42,1816.0,115563.0,33.7,68.5,7.0,29.2,85.9,56.6,69.1,23.0,06,001,Alameda
06001408100,6346.0,47.8,11.1,36.9,20.9,1447.0,48.9,65.2,767600.0,6.3,3.5,16.0,10.5,2.15,1899.0,121484.0,36.9,73.0,4.7,45.2,94.7,61.4,73.3,20.4,06,001,Alameda
06001408500,5932.0,29.7,53.4,1.3,37.4,139.0,50.0,65.8,276600.0,4.7,36.0,66.1,0.0,3.86,1323.0,47333.0,32.3,61.0,22.4,15.6,86.0,11.6,49.3,27.3,06,001,Alameda
06001408700,7734.0,32.6,48.6,5.3,41.4,160.0,49.8,59.9,326900.0,4.8,45.9,68.9,3.0,3.45,1497.0,47228.0,26.5,72.2,26.5,19.5,85.6,15.0,52.1,24.7,06,001,Alameda
06001409200,3605.0,30.4,52.3,3.8,36.1,184.0,47.7,67.9,264000.0,4.9,8.6,53.8,0.0,4.01,1420.0,49783.0,30.9,69.7,16.1,29.1,92.1,7.6,43.0,33.3,06,001,Alameda
06001409500,4613.0,28.3,62.8,7.7,24.2,48.0,49.1,55.5,255200.0,4.8,20.0,71.2,0.0,4.16,1293.0,33963.0,34.2,50.2,35.9,12.4,85.4,8.8,40.2,29.5,06,001,Alameda
06001409600,4680.0,31.2,64.2,2.1,26.6,177.0,50.7,54.2,294100.0,4.5,30.3,64.9,8.2,3.64,1157.0,44542.0,31.2,69.7,20.4,20.7,84.9,7.6,36.1,43.4,06,001,Alameda
06001410200,3370.0,33.2,40.7,5.3,49.4,42.0,41.9,58.7,332500.0,5.0,16.3,55.5,3.7,2.7,1115.0,56534.0,29.6,71.5,21.2,26.2,82.5,14.3,61.8,19.7,06,001,Alameda
06001421300,3924.0,48.9,2.1,80.5,1.0,364.0,51.1,84.3,962900.0,6.2,75.3,22.8,7.2,2.14,1552.0,135724.0,36.5,45.5,4.3,23.7,92.5,82.5,83.2,17.1,06,001,Alameda
06001421700,3572.0,37.0,8.3,67.4,0.3,638.0,47.2,25.5,881100.0,4.2,48.1,56.4,5.3,2.07,1678.0,76014.0,28.4,29.4,11.3,65.2,78.2,85.4,76.6,22.4,06,001,Alameda
06001422000,1973.0,32.0,11.9,63.2,15.5,85.0,49.0,17.8,721000.0,3.4,22.5,76.2,0.0,2.14,1783.0,77411.0,32.6,45.2,20.5,37.7,81.6,65.8,85.0,12.7,06,001,Alameda
06001422300,3890.0,33.1,8.5,59.0,4.9,860.0,51.1,30.5,834300.0,3.9,45.5,68.0,3.7,2.08,1638.0,64458.0,29.2,24.3,15.2,67.3,82.2,72.9,72.7,21.1,06,001,Alameda
